

//直，播，元分享tg群https://t.me/dszby


//手机看片免费软件库
//https://jxfd.lanzoub.com/b01381rfeb


📡全网通区,#genre#
海南卫视,http://106.53.99.30/tv/hot.php?id=hinws
重庆卫视,http://106.53.99.30/tv/hot.php?id=cqws
黑龙江卫视,http://106.53.99.30/tv/hot.php?id=hljws
吉林卫视,http://106.53.99.30/tv/hot.php?id=jlws
内蒙古卫视,http://106.53.99.30/tv/hot.php?id=nmgws
甘肃卫视,http://106.53.99.30/tv/hot.php?id=gsws
河北卫视,http://106.53.99.30/tv/hot.php?id=hbws
山西卫视,http://106.53.99.30/tv/hot.php?id=sxiws
山东卫视,http://106.53.99.30/tv/hot.php?id=sdws
深圳卫视,http://106.53.99.30/tv/hot.php?id=szws
云南卫视,http://106.53.99.30/tv/hot.php?id=ynws
贵州卫视,http://106.53.99.30/tv/hot.php?id=gzws
四川卫视,http://106.53.99.30/tv/hot.php?id=scws
新疆卫视,http://106.53.99.30/tv/hot.php?id=xjws
西藏卫视,http://106.53.99.30/tv/hot.php?id=xzws
重温经典,http://106.53.99.30/tv/hot.php?id=cwjd
上海五星体育,http://106.53.99.30/tv/hot.php?id=wxty
广东影视,http://106.53.99.30/tv/hot.php?id=gdys
上海新闻综合,http://106.53.99.30/tv/hot.php?id=shxw
上海东方影视,http://106.53.99.30/tv/hot.php?id=shys
上海第一财经,http://106.53.99.30/tv/hot.php?id=dycj
都市频道,http://106.53.99.30/tv/hot.php?id=shds
东方财经,http://106.53.99.30/tv/hot.php?id=dfcj
生活时尚,http://106.53.99.30/tv/hot.php?id=shss
金色学堂,http://106.53.99.30/tv/hot.php?id=jsxt
上海教育,http://106.53.99.30/tv/hot.php?id=shjy
游戏风云,http://106.53.99.30/tv/hot.php?id=yxfy
乐游,http://106.53.99.30/tv/hot.php?id=ly
法治天地,http://106.53.99.30/tv/hot.php?id=fztd
劲爆体育,http://106.53.99.30/tv/hot.php?id=jbty
魅力足球,http://106.53.99.30/tv/hot.php?id=mlzq
广东体育,http://106.53.99.30/tv/hot.php?id=gdty
经典香港电影,http://106.53.99.30/tv/hot.php?id=xgdy
军事迷必看大片,http://106.53.99.30/tv/hot.php?id=jsm
新片放映厅,http://106.53.99.30/tv/hot.php?id=xpdy
红色轮播台,http://106.53.99.30/tv/hot.php?id=hslb
金色剧场,http://106.53.99.30/tv/hot.php?id=jsjc
掼蛋精英赛,http://106.53.99.30/tv/hot.php?id=dds
咪咕24小时体育台,http://106.53.99.30/tv/hot.php?id=mgty
优漫卡通,http://106.53.99.30/tv/hot.php?id=jjkt
嘉佳卡通,http://106.53.99.30/tv/hot.php?id=jjkt
BRTV文艺,http://106.53.99.30/tv/hot.php?id=bjwy
BRTV纪实科教,http://106.53.99.30/tv/hot.php?id=bjjs
BRTV影视,http://106.53.99.30/tv/hot.php?id=bjys
BRTV财经,http://106.53.99.30/tv/hot.php?id=bjcj
BRTV体育休闲,http://106.53.99.30/tv/hot.php?id=bjty
BRTV生活,http://106.53.99.30/tv/hot.php?id=bjsh
BRTV新闻,http://106.53.99.30/tv/hot.php?id=bjxw
卡酷少儿,http://106.53.99.30/tv/hot.php?id=bjkk
掼蛋精英赛,http://106.53.99.30/tv/hot.php?id=dds
高清大片,http://106.53.99.30/tv/hot.php?id=gqdp
红色轮播台,http://106.53.99.30/tv/hot.php?id=hslb
经典动画大集合,http://106.53.99.30/tv/hot.php?id=dhdjh
经典深圳旁边电影,http://106.53.99.30/tv/hot.php?id=xgdy
军事迷必看大片,http://106.53.99.30/tv/hot.php?id=jsm
赛事最经典,http://106.53.99.30/tv/hot.php?id=sszjd
体坛名栏汇,http://106.53.99.30/tv/hot.php?id=ttmlh
乡村振兴,http://106.53.99.30/tv/hot.php?id=xczx
幸福中国年,http://106.53.99.30/tv/hot.php?id=xfzgn
新片放映厅,http://106.53.99.30/tv/hot.php?id=xpdy
周杰伦现场,http://106.53.99.30/tv/hot.php?id=zjlxc
最强综艺趴,http://106.53.99.30/tv/hot.php?id=zqzyp
金色剧场,http://106.53.99.30/tv/hot.php?id=jsjc
凤凰中文,http://106.53.99.30/tv/hot.php?id=fhzw
凤凰资讯,http://106.53.99.30/tv/hot.php?id=fhzx
凤凰香港,http://106.53.99.30/tv/hot.php?id=fhhk


📡央视测试,#genre#
CCTV1,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1
CCTV2,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2
CCTV3,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv3
CCTV4,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv4
CCTV5,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5
CCTV5+,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv5p
CCTV6,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv6
CCTV7,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv7
CCTV8,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv8
CCTV9,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv9
CCTV10,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv10
CCTV11,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv11
CCTV12,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv12
CCTV13,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv13
CCTV14,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv14
CCTV15,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv15
CCTV16,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv16
CCTV17,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv17

📡卫视测试,#genre#
湖南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hunws
江苏卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jsws
浙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=zjws
北京卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=bjws
东方卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dfws
深圳卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=szws
广东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gdws
天津卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=tjws
安徽卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=ahws
山东卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=sdws
辽宁卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=lnws
河北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hbws
河南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hnws
江西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jxws
四川卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=scws
重庆卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cqws
贵州卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gzws
湖北卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hubws
广西卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=gxws
东南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=dnws
海南卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hinws
青海卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=qhws
吉林卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=jlws
黑龙江卫视,http://cdn6.bkpcp.top/tl/tuiliu.php?id=hljws


